city,state_name,lat,lng,population,density
Sabana Eneas,Puerto Rico,18.081,-67.0852,1270,681.4
Frankston,Texas,32.0561,-95.5043,1270,197.7
Green Springs,Ohio,41.2569,-83.053,1270,422.6
Smith River,California,41.9233,-124.149,1270,110.8
Crystal Lakes,Ohio,39.8861,-84.0242,1270,1018.6
Osmond,Wyoming,42.6777,-110.9408,1270,154
Newville,Pennsylvania,40.1702,-77.4016,1269,1168.2
Coldstream,Kentucky,38.3144,-85.5264,1269,2242.7
Albion,Pennsylvania,41.8904,-80.3641,1269,454.4
Fruitport,Michigan,43.1248,-86.1561,1269,539.9
St. Francis,Kansas,39.7714,-101.8015,1268,571.5
Germantown,Illinois,38.5552,-89.5412,1268,480
Mount Olive,Mississippi,31.7539,-89.656,1268,158.1
Gwinn,Michigan,46.2858,-87.4425,1268,174.1
Schoolcraft,Michigan,42.117,-85.6337,1268,498.6
Red Lake Falls,Minnesota,47.8837,-96.2727,1267,233
Geneva,Indiana,40.5975,-84.9568,1267,443.3
Dilkon,Arizona,35.3606,-110.3155,1267,29.5
Dixon,Missouri,37.9953,-92.0956,1267,468.4
Wartburg,Tennessee,36.1038,-84.5859,1266,433.7
Central City,Iowa,42.2023,-91.5247,1266,455.1
Baltic,Connecticut,41.6139,-72.0865,1266,392.7
Fairlea,West Virginia,37.7756,-80.4582,1266,130.7
Clear Lake,Washington,46.931,-122.2841,1266,57.6
Mulberry,Indiana,40.3458,-86.6672,1266,915.5
Ontonagon,Michigan,46.8665,-89.3122,1266,132.8
Rio,Florida,27.216,-80.2401,1265,885.5
Cloverport,Kentucky,37.8311,-86.6304,1264,316.4
Gerald,Missouri,38.3992,-91.3305,1264,335.3
Wendover,Utah,40.7241,-114.025,1264,54.7
Slaughter,Louisiana,30.7219,-91.1393,1264,89.3
Gold Hill,Oregon,42.4358,-123.0527,1264,640.8
Montegut,Louisiana,29.4656,-90.5617,1264,116
Red Corral,California,38.4121,-120.6072,1263,77.4
Black Creek,Wisconsin,44.4742,-88.4506,1263,489.3
Divernon,Illinois,39.5707,-89.6547,1262,638.3
Grandview,Oklahoma,35.9635,-94.9979,1262,69.1
Larimore,North Dakota,47.9091,-97.6269,1262,810.3
Hebron Estates,Kentucky,38.0501,-85.6682,1262,825
Pender,Nebraska,42.1108,-96.7113,1262,695.1
Capitan,New Mexico,33.5393,-105.5983,1262,149.5
Stillman Valley,Illinois,42.1055,-89.1791,1261,853.9
Goodhue,Minnesota,44.3994,-92.6255,1261,442.7
Petersburg,Michigan,41.8993,-83.7136,1261,1008.5
Deville,Louisiana,31.3398,-92.1389,1261,37
Rogersville,Alabama,34.8251,-87.2821,1260,160.4
Juno Ridge,Florida,26.8491,-80.0632,1260,1172.4
Pine Bluffs,Wyoming,41.1802,-104.0748,1260,122.4
Spring Valley,Wisconsin,44.8498,-92.2442,1260,122.7
Rafael Hernández,Puerto Rico,18.4718,-67.0787,1260,1525
Darien,Georgia,31.3568,-81.4314,1260,23
Somis,California,34.2652,-118.9984,1260,145.1
Andale,Kansas,37.7916,-97.6276,1259,817.5
El Negro,Puerto Rico,18.037,-65.8494,1259,1061
South Barre,Vermont,44.1646,-72.5038,1259,250.9
Nazareth College,New York,43.1031,-77.5193,1259,1075.8
Henning,Tennessee,35.682,-89.577,1259,197
Kaaawa,Hawaii,21.5485,-157.8534,1259,609.8
Airport,California,37.6337,-120.972,1258,2469.6
Playita,Puerto Rico,18.0404,-65.9071,1258,700.5
Moody,Texas,31.3086,-97.3596,1258,348.8
Dike,Iowa,42.4641,-92.6255,1258,349.6
Crandon Lakes,New Jersey,41.1234,-74.8403,1258,190.1
Montezuma,Iowa,41.5834,-92.5276,1257,196.5
Prince's Lakes,Indiana,39.3514,-86.1094,1257,363
Santa Anna,Texas,31.7369,-99.3254,1257,243.4
Wurtland,Kentucky,38.5495,-82.7788,1257,274.7
West Leechburg,Pennsylvania,40.634,-79.6171,1257,492.5
New Baltimore,Ohio,39.2744,-84.6705,1257,353.3
Foscoe,North Carolina,36.1535,-81.7737,1257,83.9
Tripoli,Iowa,42.8083,-92.2578,1256,348.5
Dorothy,New Jersey,39.4054,-74.8333,1255,83
Gruver,Texas,36.2562,-101.4122,1255,439.9
Ignacio,Colorado,37.118,-107.6376,1255,946.9
Thomas,Oklahoma,35.7452,-98.7451,1255,340.7
Mars,Pennsylvania,40.6969,-80.0141,1255,1030.1
Birchwood Lakes,Pennsylvania,41.2513,-74.9103,1255,388.5
Wilson,Wyoming,43.486,-110.8937,1255,21
Mansura,Louisiana,31.0673,-92.0528,1254,169.6
Green Harbor,Massachusetts,42.068,-70.6499,1254,659.8
Whitewater,California,33.9356,-116.6873,1254,49
Hasley Canyon,California,34.4817,-118.6665,1254,84.4
Glasgow,Virginia,37.6348,-79.4514,1253,316.3
Bushyhead,Oklahoma,36.4596,-95.5164,1253,32.4
Penhook,Virginia,36.9908,-79.6318,1253,43.3
Bethany,Illinois,39.6443,-88.7411,1253,495.4
Jeffersonville,Ohio,39.6522,-83.555,1252,284.3
Harriston,Virginia,38.212,-78.8283,1252,306.6
Newell,West Virginia,40.6175,-80.5997,1252,591.1
Buttonwillow,California,35.4092,-119.4406,1251,69.7
March ARB,California,33.8888,-117.2776,1251,40.4
Bellefonte,Kentucky,38.4949,-82.6911,1251,548.5
Baxter,Iowa,41.8252,-93.1525,1251,739.1
Diaz,Arkansas,35.6478,-91.262,1250,81.5
Plymouth,California,38.4776,-120.8584,1250,182.1
Fyffe,Alabama,34.449,-85.9052,1250,97.2
Lakeport,Texas,32.405,-94.7102,1250,303.7
Fallon Station,Nevada,39.415,-118.7165,1250,169.8
Russells Point,Ohio,40.4681,-83.8939,1249,518.8
Bristol,Florida,30.4255,-84.9773,1249,294.4
Hurleyville,New York,41.7418,-74.6753,1249,429.7
Elkader,Iowa,42.8574,-91.4028,1249,352.7
Neoga,Illinois,39.3215,-88.4502,1248,343
Summerland,California,34.4244,-119.5938,1248,344.9
Colbert,Oklahoma,33.8579,-96.5059,1248,354.2
Westfield Center,Ohio,41.0282,-81.9314,1248,227.7
Grabill,Indiana,41.2094,-84.9681,1248,740.6
Wanatah,Indiana,41.4305,-86.8926,1248,344.3
Clarksville,Iowa,42.7798,-92.668,1248,368.2
Niverville,New York,42.4484,-73.6497,1248,167.6
Ridgway,Colorado,38.1573,-107.7545,1247,260.5
Resaca,Georgia,34.5789,-84.9439,1247,173.7
Tubac,Arizona,31.6111,-111.0586,1247,44.4
Winnebago,Minnesota,43.7645,-94.1702,1247,206.1
Parker,South Dakota,43.3978,-97.1334,1247,410.7
Stottville,New York,42.2932,-73.753,1247,98.7
St. John,Kansas,38,-98.7611,1247,247.6
Rossville,Illinois,40.3814,-87.6699,1246,344.2
Clinton,Kentucky,36.6663,-88.9938,1246,298.3
Fort Calhoun,Nebraska,41.4563,-96.0264,1246,694.6
Marsing,Idaho,43.5466,-116.8094,1245,706.3
Great Neck Gardens,New York,40.797,-73.7225,1245,2051
Mill Neck,New York,40.8839,-73.5582,1245,183.8
Hudson Lake,Indiana,41.7174,-86.5476,1245,249.7
Buffalo,Oklahoma,36.8374,-99.6465,1244,431.5
Chapman,Kansas,38.9746,-97.0236,1244,514.9
Dibble,Oklahoma,35.0151,-97.6273,1244,64.3
Weeping Water,Nebraska,40.8691,-96.1399,1244,452.3
Edwardsburg,Michigan,41.7965,-86.0836,1244,525.4
Johnson City,Kansas,37.5703,-101.7447,1244,224.2
Bracey,Virginia,36.5762,-78.1107,1243,36.9
Mapleton,North Dakota,46.8915,-97.0533,1243,122.7
Keedysville,Maryland,39.4867,-77.698,1243,567.3
Kincaid,Illinois,39.5868,-89.4166,1243,587.7
Oakwood,Illinois,40.1101,-87.7769,1243,517
West Brow,Georgia,34.9148,-85.4186,1243,183.7
Cashton,Wisconsin,43.7412,-90.7866,1243,376.5
Donald,Oregon,45.2227,-122.8389,1242,940.7
Norman Park,Georgia,31.2692,-83.6843,1242,155.8
Alamo,New Mexico,34.4184,-107.5125,1242,12.2
Lake Shore,Utah,40.1294,-111.7362,1242,69.9
Kempner,Texas,31.0755,-97.9725,1242,233.5
Pine Prairie,Louisiana,30.7818,-92.4223,1242,297.3
Fayette,Iowa,42.8417,-91.8038,1242,320.2
Whitmire,South Carolina,34.5041,-81.6144,1241,383.2
Plainview,Nebraska,42.3534,-97.7871,1241,442.7
Granville South,Ohio,40.0521,-82.5415,1241,78.7
Westfield,Pennsylvania,41.9176,-77.5402,1241,429.7
Reading,Michigan,41.8396,-84.7478,1241,473.4
Dewart,Pennsylvania,41.1099,-76.8707,1241,235.2
Woodsboro,Texas,28.2379,-97.3254,1240,632.6
Crump,Tennessee,35.2315,-88.3381,1240,94.2
Bradford,Tennessee,36.0737,-88.8163,1240,270.5
William Paterson University of New Jersey,New Jersey,40.9478,-74.1989,1240,2168.6
Robie Creek,Idaho,43.6681,-116.0209,1240,15.9
Tiltonsville,Ohio,40.1721,-80.6973,1240,912.9
Bear Rocks,Pennsylvania,40.1289,-79.4649,1239,147.7
Yellville,Arkansas,36.2289,-92.686,1239,192.7
Riverside,Utah,41.8106,-112.1403,1238,71.4
Carolina,Rhode Island,41.4625,-71.6585,1238,194.2
Logan Elm Village,Ohio,39.5705,-82.9471,1238,976.5
Moroni,Utah,39.527,-111.583,1238,449
Russellton,Pennsylvania,40.6081,-79.8401,1237,331.3
Sharon Center,Ohio,41.0961,-81.7393,1237,101
Goodman,Mississippi,32.9677,-89.9128,1237,580.9
Oakland,Oregon,43.4233,-123.2969,1237,653.8
Bard College,New York,42.0227,-73.9094,1237,596.1
Marcus,Iowa,42.8224,-95.8068,1236,312.1
Birch Run,Michigan,43.2503,-83.7911,1236,252.7
Parker City,Indiana,40.1898,-85.2037,1236,829.7
Coal City,West Virginia,37.6776,-81.218,1236,75.7
Lincolndale,New York,41.3356,-73.7252,1235,494.9
Stockbridge,Michigan,42.4483,-84.1757,1235,317.2
Roberta,Georgia,32.7196,-84.0104,1235,320.2
Pickens,Mississippi,32.8913,-89.9696,1235,373.5
Grass Lake,Michigan,42.2511,-84.2073,1235,507.5
Marshallton,Pennsylvania,40.7853,-76.5366,1234,549.4
Man,West Virginia,37.7522,-81.8923,1234,423.4
Laurens,Iowa,42.8475,-94.848,1234,629.5
Fairland,Oklahoma,36.7513,-94.8472,1234,425.6
Blue Ball,Pennsylvania,40.1157,-76.0517,1234,399
Oriskany,New York,43.1568,-75.3335,1233,601.4
Summitville,Indiana,40.3359,-85.6436,1233,841.3
Little Round Lake,Wisconsin,45.9699,-91.3662,1233,52.9
South Lansing,New York,42.5369,-76.4968,1233,172.4
Owensville,Indiana,38.2718,-87.6919,1232,836
University Heights,Iowa,41.6551,-91.5589,1232,2362.3
Rotan,Texas,32.8541,-100.4655,1232,235.2
Buffalo,South Carolina,34.7244,-81.6844,1232,118.3
Velda City,Missouri,38.6941,-90.2934,1231,1641.9
Genoa,Nevada,39.0256,-119.8309,1231,51.7
McKinley Heights,Ohio,41.186,-80.7177,1231,524.8
Newport,Ohio,39.3966,-81.2247,1231,293.6
Atwood,Tennessee,35.9747,-88.6689,1230,273.9
Iola,Wisconsin,44.5091,-89.1249,1230,283.6
Eastport,Maine,44.9137,-67.0183,1230,130.7
Rush Springs,Oklahoma,34.7788,-97.9572,1230,408.8
Lake Dunlap,Texas,29.6683,-98.0773,1230,316.6
Bethesda,Ohio,40.0164,-81.0727,1230,761.2
Keewatin,Minnesota,47.4005,-93.0828,1229,181
Rockvale,Tennessee,35.7669,-86.521,1229,112.3
Lyndonville,Vermont,44.5351,-72.0017,1229,325
Treynor,Iowa,41.232,-95.6063,1228,729.8
Melcher-Dallas,Iowa,41.227,-93.2416,1228,456
West Swanzey,New Hampshire,42.8707,-72.3225,1227,183.6
Pennsboro,West Virginia,39.2874,-80.9755,1227,175.6
Pine Island,Texas,30.0554,-96.0253,1226,50.7
Catawba,South Carolina,34.8464,-80.9061,1225,47.5
Saddle Rock,New York,40.7947,-73.7492,1225,1583.2
North Bend,Nebraska,41.462,-96.7857,1225,418.8
Lenape Heights,Pennsylvania,40.7633,-79.5217,1225,619.3
Jamestown,Indiana,39.9286,-86.626,1225,494.6
Surf City,New Jersey,39.6646,-74.1711,1225,635.7
Brookfield Center,Ohio,41.2384,-80.5548,1225,162
Sanbornville,New Hampshire,43.5525,-71.0297,1225,293.1
West Van Lear,Kentucky,37.7852,-82.7891,1224,434.5
Sutherland,Nebraska,41.1601,-101.1229,1224,363.1
Silver Springs Shores East,Florida,29.0496,-81.8875,1224,61.9
Clarence,Iowa,41.8858,-91.0581,1223,620.1
Wickerham Manor-Fisher,Pennsylvania,40.1771,-79.9079,1223,222.9
Truman,Minnesota,43.8279,-94.4366,1223,429.7
Spring Grove,Minnesota,43.5607,-91.6373,1223,475.1
Hallstead,Pennsylvania,41.9616,-75.7471,1223,1130.7
Wye,Montana,46.9523,-114.1331,1222,161.5
Summer Set,Missouri,38.0905,-90.575,1222,515.8
Purdy,Washington,47.3934,-122.6117,1222,196
Spicer,Minnesota,45.2331,-94.9401,1222,386.2
Falls City,Oregon,44.8648,-123.4372,1222,392.7
Roland,Arkansas,34.9005,-92.5186,1222,58.5
Hawesville,Kentucky,37.8962,-86.7561,1221,290.4
West Fairview,Pennsylvania,40.2777,-76.9196,1221,1826.8
Lowell,Oregon,43.9208,-122.7819,1221,544.8
Newark,Texas,33.005,-97.4856,1221,526.9
Sabana,Puerto Rico,18.4643,-66.3517,1220,1462.8
Pilot Rock,Oregon,45.496,-118.8333,1220,318.9
Shokan,New York,41.9809,-74.213,1220,121.1
Oakfield,Wisconsin,43.6843,-88.5476,1219,478.9
Leavittsburg,Ohio,41.2469,-80.8769,1219,317.3
Houston,Pennsylvania,40.2494,-80.211,1219,1145.5
East Griffin,Georgia,33.2439,-84.2318,1219,339.6
Dunlap,Ohio,39.2909,-84.6301,1219,72.1
Richland,Georgia,32.0885,-84.6625,1218,146.9
Kent City,Michigan,43.2202,-85.7539,1218,351.1
St. George Island,Florida,29.652,-84.8881,1218,98.9
Honaker,Virginia,37.0156,-81.9686,1218,280.5
Bagley,Minnesota,47.5244,-95.4031,1218,219
Okeene,Oklahoma,36.1171,-98.3167,1218,207.8
Harmony,Pennsylvania,40.8015,-80.125,1218,1194.6
Fairmount,Georgia,34.4383,-84.6998,1218,257.5
Grandview,Ohio,39.1923,-84.7244,1218,108.3
Glenwood City,Wisconsin,45.0521,-92.1658,1218,135.5
Boise City,Oklahoma,36.7313,-102.5095,1218,318.6
Rochelle,Georgia,31.9488,-83.4569,1218,246.6
Empire,Louisiana,29.4133,-89.6052,1218,90.1
Koontz Lake,Indiana,41.4169,-86.4827,1217,133.3
Eaton Estates,Ohio,41.3061,-82.0114,1217,540.4
Earlysville,Virginia,38.1579,-78.4688,1217,153.3
Atwater,Minnesota,45.1356,-94.7769,1217,456
Weidman,Michigan,43.7014,-84.9745,1217,83.1
Crooks,South Dakota,43.6592,-96.8094,1216,363.8
Grass Valley,Nevada,40.7971,-117.7603,1216,13.6
Kaanapali,Hawaii,20.9277,-156.6794,1216,93.8
Gallant,Alabama,34.0013,-86.2304,1215,32.6
Florence,Texas,30.8408,-97.7921,1215,513.6
Waterflow,New Mexico,36.7568,-108.4673,1215,57.8
Granville,West Virginia,39.6472,-79.9975,1215,361.6
Big Sandy,Texas,32.586,-95.1127,1215,288.8
North Utica,Illinois,41.3536,-89.0109,1215,135.8
West Crossett,Arkansas,33.1488,-92.0221,1214,39.4
Sand Lake,Michigan,44.3276,-83.6711,1214,31.4
Lemmon,South Dakota,45.9383,-102.1598,1214,427.1
Nixon,Pennsylvania,40.7844,-79.9341,1214,174.2
Ogden Dunes,Indiana,41.623,-87.1932,1213,630.6
West Lawn,Pennsylvania,40.3289,-75.9938,1213,2979.4
Rio,Virginia,38.0804,-78.4732,1213,758
Iyanbito,New Mexico,35.516,-108.4878,1213,49.1
Stoneville,North Carolina,36.4653,-79.9064,1213,327.5
Richlandtown,Pennsylvania,40.4724,-75.3212,1213,1174.5
Pioche,Nevada,37.9519,-114.4434,1213,76.1
Brush Fork,West Virginia,37.2805,-81.245,1213,246.4
Erin,Tennessee,36.316,-87.7025,1212,120.1
Skagway,Alaska,59.4566,-135.2927,1212,49.4
Tioga,Texas,33.4728,-96.9186,1212,237.5
Martinsville,Illinois,39.3381,-87.8814,1212,231.6
Dasher,Georgia,30.7462,-83.2253,1212,101.8
Jones Valley,California,40.6999,-122.2405,1212,72.8
Lakeview,Ohio,40.4875,-83.9266,1211,660.1
Brown City,Michigan,43.2115,-82.988,1211,412.3
Altoona,Alabama,34.0308,-86.3179,1211,101.6
Otisville,New York,41.4714,-74.5397,1210,611.4
Springville,Iowa,42.047,-91.4542,1210,193.6
Pioneer,California,38.4337,-120.586,1210,118.6
Pomona,Kansas,38.6108,-95.4529,1210,494.7
Orange Blossom,California,37.8097,-120.7115,1210,122.3
Ansted,West Virginia,38.1356,-81.1038,1210,272.2
Keaau,Hawaii,19.6233,-155.0483,1210,73.8
Newport,Delaware,39.7135,-75.6046,1209,1000.4
Auburn,New Jersey,39.6969,-75.3561,1209,109.8
Tiki Island,Texas,29.298,-94.9159,1209,979.9
Sunday Lake,Washington,48.2265,-122.2537,1209,140.3
Marbleton,Wyoming,42.5574,-110.1005,1209,514.6
Wauregan,Connecticut,41.7498,-71.9138,1209,284.8
Toledo,Illinois,39.2728,-88.2419,1209,525.6
Lake Secession,South Carolina,34.2821,-82.5904,1209,80.4
Big Rock,Illinois,41.7668,-88.5265,1208,108
Taylors Falls,Minnesota,45.4121,-92.6644,1208,117
Victoria,Mississippi,34.8387,-89.6144,1208,63.4
Barbourmeade,Kentucky,38.2986,-85.6009,1208,1180.3
Clint,Texas,31.5901,-106.2289,1208,237.4
Lasara,Texas,26.4635,-97.9087,1208,322.8
Los Héroes Comunidad,Puerto Rico,18.3916,-67.1186,1207,570.3
Edgerton,Minnesota,43.8753,-96.1305,1207,396.3
Rock Port,Missouri,40.4109,-95.5332,1207,168.2
North Ballston Spa,New York,43.0194,-73.8516,1207,536.4
Galesville,Maryland,38.8379,-76.5514,1206,353.4
Athena,Oregon,45.8133,-118.4926,1206,798.2
Second Mesa,Arizona,35.8222,-110.4884,1206,11.6
Lyons,Wisconsin,42.6485,-88.3599,1206,373.9
Tyndall,South Dakota,42.9899,-97.8642,1206,295.1
Sweet Home,Arkansas,34.6707,-92.2465,1206,119.7
Rouse,California,37.6196,-121.0084,1205,4636.1
Warren,Indiana,40.6878,-85.425,1205,429.7
Luna Pier,Michigan,41.8049,-83.4426,1204,311.6
Indian Shores,Florida,27.8536,-82.8438,1204,1580.6
Sheffield,Iowa,42.8928,-93.2086,1204,83.5
Upper Lake,California,39.1655,-122.9052,1204,271.2
Bradford Woods,Pennsylvania,40.6369,-80.0809,1204,521.5
King Cove,Alaska,55.0858,-162.2978,1204,18.8
Groveland,Idaho,43.2235,-112.3755,1204,202.4
Rutherford,Tennessee,36.1249,-88.992,1203,201.7
Martin Lake,Minnesota,45.3824,-93.0885,1203,337.2
Third Lake,Illinois,42.3709,-88.0122,1203,789.6
Mount Hermon,California,37.051,-122.0533,1203,714.9
Fruitdale,California,37.3116,-121.9357,1203,1927.3
Poplar Plains,Connecticut,41.1714,-73.3771,1203,434.7
Wiggins,Colorado,40.2286,-104.0724,1202,350.9
Lexington,Mississippi,33.1163,-90.0498,1202,192
Mariposa,California,37.4912,-119.9722,1202,115
Rafter J Ranch,Wyoming,43.4317,-110.7924,1202,703.4
Stryker,Ohio,41.5026,-84.4182,1202,518.8
Bay Head,New Jersey,40.0701,-74.0482,1201,792
Salem,South Dakota,43.7229,-97.3893,1201,370.9
Center Hill,Florida,28.6334,-81.9986,1201,75.8
Stockdale,Texas,29.2361,-97.9636,1201,274.8
Long Beach,Indiana,41.7435,-86.8521,1201,440.4
Wolfe City,Texas,33.3686,-96.072,1201,412.8
Elkhorn,California,36.8103,-121.7212,1201,96.5
Eclectic,Alabama,32.6387,-86.0387,1201,112.8
South Uniontown,Pennsylvania,39.8939,-79.7465,1201,1019.5
Salamatof,Alaska,60.6154,-151.3159,1201,57.7
New Hope,North Carolina,35.3774,-77.8923,1200,182.8
Sea Ranch,California,38.7165,-123.4527,1200,28.7
New Sarpy,Louisiana,29.9809,-90.3832,1200,341.1
Cordry Sweetwater Lakes,Indiana,39.3085,-86.1227,1200,173.8
Allentown,Florida,30.7745,-87.0822,1200,15.7
Boyceville,Wisconsin,45.0427,-92.0384,1200,123.3
Brookside,Alabama,33.6372,-86.9002,1200,73.4
Creighton,Nebraska,42.4649,-97.9071,1199,382.6
Orocovis,Puerto Rico,18.2258,-66.3902,1199,821
Harper,Texas,30.2903,-99.2459,1199,8.2
Washington,Kansas,39.816,-97.0487,1199,476.3
Taft Mosswood,California,37.9139,-121.2831,1199,994.6
Cando,North Dakota,48.4872,-99.2026,1199,684.9
North Branch,Michigan,43.2286,-83.192,1199,320.9
Milledgeville,Illinois,41.9636,-89.7747,1199,670.9
Millbury,Ohio,41.5648,-83.4255,1198,464.3
Prosperity,South Carolina,34.2121,-81.5329,1198,232.9
New London,Texas,32.2687,-94.9296,1198,53.7
Hagerman,Idaho,42.8164,-114.8974,1198,786.5
Algodones,New Mexico,35.3804,-106.4731,1198,63.3
Discovery Harbour,Hawaii,19.0415,-155.6254,1198,130
Waymart,Pennsylvania,41.5866,-75.4047,1198,171.9
Lake Medina Shores,Texas,29.6383,-98.9869,1198,149.6
Camp Point,Illinois,40.0383,-91.0664,1197,362.2
Carey,Idaho,43.3097,-113.9444,1197,134
Wellsville,Missouri,39.0734,-91.5692,1197,300.7
Penn Valley,California,39.1954,-121.1942,1197,217.8
Lake Camelot,Wisconsin,44.2147,-89.7624,1197,122.6
Runge,Texas,28.8859,-97.7134,1196,392.6
Peach Springs,Arizona,35.5315,-113.4319,1196,58.3
Verona,Kentucky,38.8122,-84.6649,1196,37.7
Hackett,Arkansas,35.1877,-94.4106,1195,320.2
Reedsville,Wisconsin,44.1524,-87.9516,1195,380.5
St. Martins,Missouri,38.5942,-92.3312,1195,237.9
Black Hammock,Florida,28.7107,-81.1801,1194,41.4
Bayside Gardens,Oregon,45.7143,-123.9165,1194,465
Medford,Minnesota,44.1685,-93.2472,1194,386.1
Biglerville,Pennsylvania,39.9303,-77.2462,1194,708.2
Konawa,Oklahoma,34.9579,-96.7538,1193,350.7
Cochranton,Pennsylvania,41.5191,-80.047,1193,383.6
Jefferson Heights,New York,42.2361,-73.8822,1193,312.2
Julesburg,Colorado,40.9849,-102.2627,1193,304.6
Beggs,Oklahoma,35.7768,-96.0282,1193,109.8
Yarrow Point,Washington,47.6492,-122.2191,1192,1191.5
East Bangor,Pennsylvania,40.8811,-75.1861,1192,553.9
Pocono Ranch Lands,Pennsylvania,41.1747,-74.9555,1192,145.4
Amelia Court House,Virginia,37.3367,-77.9882,1192,122.2
Hoxie,Kansas,39.3558,-100.4397,1191,534.8
Harper,Kansas,37.2851,-98.0276,1191,283.3
Mifflinville,Pennsylvania,41.0307,-76.2995,1191,287.1
Lake Park,Iowa,43.4468,-95.3261,1191,291.4
Plains,Texas,33.1883,-102.8214,1190,306.6
Stanberry,Missouri,40.2166,-94.5381,1190,327.5
Rose Valley,Pennsylvania,39.8947,-75.3852,1190,627.8
Humansville,Missouri,37.7952,-93.5766,1190,368.1
Rankin,Texas,31.2253,-101.9395,1189,435
Gloster,Mississippi,31.1951,-91.0176,1189,251.7
Fraser,Colorado,39.9303,-105.8029,1189,132.8
Double Springs,Alabama,34.1502,-87.391,1188,89.6
Pleasant Hills,Ohio,39.2365,-84.5228,1188,634.2
Mesa del Caballo,Arizona,34.286,-111.2952,1188,896.8
Leesburg,Ohio,39.3418,-83.552,1188,392.9
Gore,Oklahoma,35.5418,-95.1129,1187,194
Greenville,Virginia,38.0036,-79.1523,1187,125.3
Appleton City,Missouri,38.1906,-94.031,1187,399.3
Alto,Georgia,34.4649,-83.5727,1187,399.7
Murphys Estates,South Carolina,33.6003,-81.9439,1187,223.4
Robins AFB,Georgia,32.6092,-83.5846,1187,166.3
Monticello,Wisconsin,42.7456,-89.5899,1186,383.5
Urania,Louisiana,31.8639,-92.2913,1186,334
Rose Lodge,Oregon,45.0187,-123.8882,1186,47.8
Clay City,Indiana,39.2772,-87.1128,1186,849.7
Kittitas,Washington,46.9837,-120.4189,1186,586.6
Lawrence,Michigan,42.2157,-86.0534,1186,257.2
Wanamingo,Minnesota,44.3026,-92.7872,1185,322.8
Heidelberg,Pennsylvania,40.3914,-80.0923,1185,429.5
Hampton,Arkansas,33.5347,-92.4667,1185,139.6
Due West,South Carolina,34.3335,-82.3885,1185,279.8
Shattuck,Oklahoma,36.2649,-99.8774,1185,208.4
Wheatland,Montana,45.958,-111.5781,1185,6.1
Auburn,Kansas,38.9077,-95.8158,1185,657.3
Cortland West,New York,42.5942,-76.2258,1185,88.6
Luck,Wisconsin,45.5718,-92.4666,1185,232.1
Montgomery,Indiana,38.6655,-87.0493,1184,282.8
Wells,Nevada,41.1132,-114.9535,1184,66.2
Lyndon,Kansas,38.612,-95.6844,1184,512.4
Courtland,Mississippi,34.2411,-89.9433,1184,414.3
Golden Valley,Nevada,39.6178,-119.8231,1184,126.5
Muniz,Texas,26.2578,-98.0897,1184,431
North Apollo,Pennsylvania,40.5938,-79.5563,1184,841.3
Pinon,Arizona,36.0992,-110.2209,1183,70.5
Bryn Athyn,Pennsylvania,40.1411,-75.0674,1183,236.5
Valley Mills,Texas,31.6582,-97.4715,1183,375.5
New Milford,Illinois,42.175,-89.0569,1183,168.8
Rossville,Kansas,39.1358,-95.9496,1183,824.9
Hanover,Ohio,40.0819,-82.2761,1183,250
Oreana,Illinois,39.9379,-88.8684,1183,976.5
Clear Lake Shores,Texas,29.5454,-95.0325,1182,1050
Alderson,West Virginia,37.7277,-80.6436,1182,510.6
Kissee Mills,Missouri,36.6694,-93.0472,1182,51.9
Marine,Illinois,38.7868,-89.7789,1181,647.1
Somers,Montana,48.0824,-114.2344,1181,154.6
Clark,South Dakota,44.8809,-97.7348,1181,336.9
Wurtsboro,New York,41.5761,-74.4856,1181,365
Deer Trail,Colorado,39.6154,-104.0434,1180,358.2
Richton,Mississippi,31.3495,-88.9407,1180,198.6
Ten Mile Creek,Maryland,39.2267,-77.3101,1180,78.6
Muhlenberg Park,Pennsylvania,40.3868,-75.9398,1179,785.3
White Deer,Texas,35.4332,-101.1751,1179,261.7
Omaha,Texas,33.182,-94.7402,1179,313.5
London,Arkansas,35.328,-93.2416,1179,143.6
Gotha,Florida,28.5306,-81.5191,1179,265.4
Santee,South Carolina,33.4801,-80.4852,1179,182
Hydro,Oklahoma,35.5483,-98.5795,1179,653.2
Gleason,Tennessee,36.2174,-88.6107,1179,204
Yamhill,Oregon,45.3409,-123.1846,1179,934
Nokesville,Virginia,38.694,-77.5757,1179,47.5
Madison Lake,Minnesota,44.2074,-93.8175,1178,331.6
Ohkay Owingeh,New Mexico,36.044,-106.0565,1178,118.5
Sparrow Bush,New York,41.4025,-74.7175,1178,162
Aetna Estates,Colorado,39.7381,-104.6732,1177,1027.6
Von Ormy,Texas,29.2803,-98.6556,1177,240.4
Peña Pobre,Puerto Rico,18.2174,-65.8221,1177,1328.4
Alma,Nebraska,40.1036,-99.3657,1176,394.8
Bolinas,California,37.9177,-122.7095,1176,77.9
Naco,Arizona,31.3431,-109.9336,1176,140.5
Berryville,Texas,32.0877,-95.4664,1176,346.8
Silver Ridge,New Jersey,39.9621,-74.2358,1176,975.7
Darien,Wisconsin,42.6007,-88.7129,1175,299
Redby,Minnesota,47.8715,-94.9052,1175,62.2
Conestee,South Carolina,34.7638,-82.3497,1175,427.9
Annville,Kentucky,37.3254,-83.9621,1175,56.7
